路線名稱,路線代碼,方向,站名,站牌ID,緯度,經度
0東,0100000A00,去程,瑞湖街口,1149400220,25.067523,121.576485
0東,0100000A00,去程,麗寶大樓,1149100300,25.070424,121.58271
0東,0100000A00,去程,公館山,1149100000,25.071952,121.581177
0東,0100000A00,去程,瑞光路,1147400070,25.074746,121.5776
0東,0100000A00,去程,內湖運動中心,1144800300,25.07724,121.5755879
0東,0100000A00,去程,港墘派出所,1144800100,25.0787,121.57642
0東,0100000A00,去程,西湖圖書館(湖光教會),1144700020,25.078723,121.5785305
0東,0100000A00,去程,湖光國宅,1147500320,25.078356,121.5815972
0東,0100000A00,去程,捷運文德站(碧湖公園),1147500220,25.078401,121.5841327
0東,0100000A00,去程,內湖高中,1147500020,25.078703,121.5875658
0東,0100000A00,去程,方濟中學,1146000140,25.076435,121.5900771
0東,0100000A00,去程,將軍嶺,1147200240,25.073372,121.58972
0東,0100000A00,去程,三總內湖站,1149000100,25.071852,121.592095
0東,0100000A00,去程,國防醫學中心,1147200140,25.071037,121.5898699
0東,0100000A00,去程,內湖行政大樓,1146600160,25.06916,121.58832
0東,0100000A00,去程,三民國中,1146600060,25.06901,121.58556
0東,0100000A00,去程,時報廣場,1149401060,25.06856,121.5831298
0東,0100000A00,去程,民權大橋,1149400360,25.06702,121.5791
0東,0100000A00,去程,新益里,1059200140,25.062286,121.566155
0東,0100000A00,去程,民生國中,1059100040,25.059661,121.5679233
0東,0100000A00,去程,新東街口,1058900160,25.059272,121.5663967
0東,0100000A00,去程,三民路,1058200140,25.0575,121.5634
0東,0100000A00,去程,三民健康路口(西松高中),1058200040,25.055245,121.5635808
0東,0100000A00,去程,健康新城,1058600260,25.054217,121.5621625
0東,0100000A00,去程,長壽公園,1058600160,25.054069,121.559764
0東,0100000A00,去程,三軍總醫院松山分院,1056400060,25.053881,121.5578743
0東,0100000A00,去程,南京新村,1057900140,25.052778,121.5568095
0東,0100000A00,去程,博仁醫院,1056000040,25.04937,121.55774
0東,0100000A00,去程,光復路口,1055400060,25.048151,121.5567576
0東,0100000A00,去程,美仁里,1055400160,25.04821,121.553906
0東,0100000A00,去程,臺視,1055900061,25.048248,121.551437
0東,0100000A00,去程,市民敦化路口,1055700240,25.045271,121.548797
0東,0100000A00,去程,忠孝敦化路口,1069000140,25.041865,121.5487541
0東,0100000A00,去程,仁愛敦化路口,1068500140,25.039043,121.548697
0東,0100000A00,去程,信義敦化路口,1068100141,25.034123,121.5485022
0東,0100000A00,去程,信義大安路口,1068400060,25.033383,121.5461666
0東,0100000A00,去程,捷運大安站(信義),1068400260,25.033404,121.5438266
0東,0100000A00,去程,師大附中,1065800360,25.033382,121.542275
0東,0100000A00,去程,信義建國路口,1065800160,25.033595,121.538468
0東,0100000A00,去程,捷運大安森林公園站,1065600460,25.03355,121.5359159
0東,0100000A00,去程,信義新生路口,1065600360,25.033627,121.5331327
0東,0100000A00,去程,信義永康街口,1065100260,25.033765,121.5301447
0東,0100000A00,去程,捷運東門站,1005700060,25.034232,121.526986
0東,0100000A00,去程,信義杭州路口,1004800860,25.035417,121.5246296
0東,0100000A00,去程,中正紀念堂,1004800960,25.03739,121.52056
0東,0100000A00,去程,捷運台大醫院站,1004801100,25.041927,121.5163535
0東,0100000A00,去程,博物館(館前),1004700200,25.044177,121.5150573
0東,0100000A00,去程,臺北車站(忠孝),1004100720,25.046563,121.5156894
0東,0100000A00,返程,臺北車站(公園),1004700340,25.043929,121.516775
0東,0100000A00,返程,捷運台大醫院站,1004600040,25.041935,121.5161481
0東,0100000A00,返程,中正紀念堂,1004800920,25.037153,121.520771
0東,0100000A00,返程,信義杭州路口,1004800820,25.0357,121.5238361
0東,0100000A00,返程,捷運東門站,1064100120,25.034134,121.5269937
0東,0100000A00,返程,信義永康街口(捷運東門站),1065000320,25.033693,121.529727
0東,0100000A00,返程,信義新生路口,1006100020,25.03353,121.5323283
0東,0100000A00,返程,捷運大安森林公園站,1065600420,25.033496,121.5356316
0東,0100000A00,返程,信義建國路口,1065800120,25.033441,121.539045
0東,0100000A00,返程,捷運大安站(信義),1065800420,25.033323,121.5432319
0東,0100000A00,返程,信義大安路口,1068300220,25.0332,121.5456
0東,0100000A00,返程,信義敦化路口,1068100120,25.033262,121.548298
0東,0100000A00,返程,仁愛國中,1068900100,25.035951,121.5490897
0東,0100000A00,返程,安和敦化路口,1068900400,25.039761,121.5489579
0東,0100000A00,返程,捷運忠孝敦化站,1069000200,25.043012,121.549174
0東,0100000A00,返程,市民大道口,1055700000,25.045757,121.5491941
0東,0100000A00,返程,臺視,1055900020,25.04807,121.5511
0東,0100000A00,返程,美仁里,1055400120,25.048,121.55415
0東,0100000A00,返程,榮民服務處,1056000100,25.048703,121.557946
0東,0100000A00,返程,南京新村,1057900100,25.052989,121.556952
0東,0100000A00,返程,三軍總醫院松山分院,1058600020,25.05367,121.55726
0東,0100000A00,返程,長壽公園,1058600120,25.05381,121.55985
0東,0100000A00,返程,健康新城,1058600220,25.053978,121.5626621
0東,0100000A00,返程,三民健康路口(西松高中),1058200000,25.054814,121.5638473
0東,0100000A00,返程,三民路,1058200100,25.05753,121.56368
0東,0100000A00,返程,新東街口,1058900120,25.05902,121.5664423
0東,0100000A00,返程,民生國中,1059400200,25.060189,121.5676949
0東,0100000A00,返程,新益里,1059200100,25.062445,121.566269
0東,0100000A00,返程,民權大橋,1149400320,25.066876,121.5794778
0東,0100000A00,返程,時報廣場,1149401020,25.068084,121.5821211
0東,0100000A00,返程,三民國中,1146600020,25.068803,121.5854057
0東,0100000A00,返程,內湖行政大樓,1146600120,25.068934,121.5889192
0東,0100000A00,返程,國防醫學中心,1147200100,25.07121,121.5900311
0東,0100000A00,返程,三總內湖站,1149000200,25.071852,121.592095
0東,0100000A00,返程,將軍嶺,1147200200,25.073809,121.5900167
0東,0100000A00,返程,方濟中學,1146200000,25.076884,121.5902313
0東,0100000A00,返程,內湖高中,1147500060,25.079013,121.5883097
0東,0100000A00,返程,捷運文德站(碧湖公園),1147500260,25.078585,121.584249
0東,0100000A00,返程,湖光國宅,1147300060,25.07859,121.58078
0東,0100000A00,返程,西湖圖書館(湖光教會),1144700061,25.07889,121.578499
0東,0100000A00,返程,港墘派出所,1144800240,25.078636,121.57619
0東,0100000A00,返程,瑞光路,1149100230,25.074821,121.577343
0東,0100000A00,返程,公館山,1149100040,25.071988,121.5809507
0東,0100000A00,返程,麗寶大樓,1149100340,25.070391,121.582671
0東,0100000A00,返程,瑞湖街口,1149400261,25.067659,121.576798
0南,0100000B00,去程,萬芳社區,1166500360,25.001753,121.570457
0南,0100000B00,去程,萬芳活動中心,1166500460,25.002436,121.569474
0南,0100000B00,去程,萬芳國小,1165300420,25.001037,121.5680544
0南,0100000B00,去程,萬芳6號公園,1165300540,24.999962,121.56892
0南,0100000B00,去程,萬利街口,1165400260,24.999065,121.567262
0南,0100000B00,去程,棕櫚泉社區,1169600360,24.997568,121.5625566
0南,0100000B00,去程,文山運動中心(萬芳),1169600060,24.99706,121.5603813
0南,0100000B00,去程,臺灣警察專科學校,1169800200,24.997677,121.559454
0南,0100000B00,去程,捷運萬芳醫院站,1169600260,24.999259,121.557829
0南,0100000B00,去程,中國科技大學(興隆),1169400000,25.000405,121.5557979
0南,0100000B00,去程,興隆國小,1169200360,25.001459,121.5530398
0南,0100000B00,去程,興德國小,1169200560,25.000982,121.5500736
0南,0100000B00,去程,興隆市場,1168900260,24.999584,121.5474484
0南,0100000B00,去程,靜心高中,1168700360,24.998953,121.545835
0南,0100000B00,去程,憲光公寓,1168000100,24.999719,121.5439365
0南,0100000B00,去程,景明街口,1168200060,25.001808,121.5422591
0南,0100000B00,去程,武功國小(興隆),1168100060,25.004266,121.5399955
0南,0100000B00,去程,師大分部,1167700000,25.00767,121.5384703
0南,0100000B00,去程,捷運公館站,1009000100,25.013993,121.535185
0南,0100000B00,去程,臺大,1067300800,25.018029,121.53375
0南,0100000B00,去程,臺大綜合體育館,1066000100,25.021405,121.5343881
0南,0100000B00,去程,溫州街口,1064400460,25.026354,121.5326938
0南,0100000B00,去程,師大綜合大樓,1064400360,25.026622,121.53006
0南,0100000B00,去程,師大,1064400260,25.026738,121.5277134
0南,0100000B00,去程,金山潮州街口,1064400100,25.028663,121.526353
0南,0100000B00,去程,公企中心,1064200000,25.03066,121.52673
0南,0100000B00,去程,捷運東門站(金山),1065000500,25.033211,121.5272129
0南,0100000B00,返程,信義永康街口(捷運東門站),1065000320,25.033693,121.529727
0南,0100000B00,返程,金華新生路口,1065000240,25.03087,121.53346
0南,0100000B00,返程,和平新生路口,1064400040,25.02639,121.53478
0南,0100000B00,返程,龍安國小(公務人力發展學院),1066000240,25.024664,121.5345198
0南,0100000B00,返程,臺大綜合體育館,1066000140,25.02155,121.5341136
0南,0100000B00,返程,臺大,1067300840,25.018239,121.533435
0南,0100000B00,返程,捷運公館站,1009000140,25.014321,121.534722
0南,0100000B00,返程,師大分部,1167700041,25.00814,121.538064
0南,0100000B00,返程,武功國小(興隆),1168100020,25.004127,121.5398685
0南,0100000B00,返程,景明街口,1168000020,25.001631,121.5422579
0南,0100000B00,返程,憲光公寓,1168000140,24.999433,121.5438916
0南,0100000B00,返程,靜心高中,1168700320,24.998797,121.545859
0南,0100000B00,返程,興隆市場,1168700020,24.999632,121.547902
0南,0100000B00,返程,興德國小,1168900420,25.00097,121.5503078
0南,0100000B00,返程,興隆國小,1169000020,25.001221,121.5533283
0南,0100000B00,返程,捷運萬芳醫院站,1169500121,24.999051,121.557681
0南,0100000B00,返程,臺灣警察專科學校,1169800240,24.998268,121.5584948
0南,0100000B00,返程,文山運動中心(萬芳),1169600020,24.996958,121.56078
0南,0100000B00,返程,棕櫚泉社區,1169600320,24.99729,121.56229
0南,0100000B00,返程,萬利街口,1165300220,24.998733,121.56623
0南,0100000B00,返程,捷運萬芳社區站,1165300120,24.998858,121.5680836
0南,0100000B00,返程,萬芳6號公園,1165300500,24.999654,121.569055
0南,0100000B00,返程,萬芳國小,1165300460,25.001533,121.567472
0南,0100000B00,返程,萬芳活動中心,1166500420,25.002391,121.5683789
0南,0100000B00,返程,萬芳社區,1165300320,25.002253,121.5698159
1,100000100,去程,華江站,1037600320,25.032283,121.4889513
1,100000100,去程,人壽一村,1085800020,25.031523,121.4902758
1,100000100,去程,大理高中,1088300000,25.031919,121.491328
1,100000100,去程,華江派出所,1088300100,25.034114,121.4933405
1,100000100,去程,中國時報,1085500120,25.035221,121.496276
1,100000100,去程,捷運龍山寺站,1085500320,25.035143,121.500164
1,100000100,去程,昆明街口,1085100020,25.0351,121.5024902
1,100000100,去程,和平中華路口,1006800120,25.032422,121.5062725
1,100000100,去程,植物園,1007000220,25.030056,121.509834
1,100000100,去程,建國中學,1006600420,25.029178,121.513095
1,100000100,去程,自來水西分處(寧波),1007500020,25.029828,121.5157
1,100000100,去程,聯合醫院婦幼院區一,1007500340,25.029987,121.5180375
1,100000100,去程,南昌家具街,1008400140,25.027364,121.520315
1,100000100,去程,羅斯福金門街口,1008400340,25.024288,121.5243501
1,100000100,去程,羅斯福浦城街口,1064600340,25.022418,121.5260858
1,100000100,去程,捷運台電大樓站,1008900420,25.020027,121.528697
1,100000100,去程,台電大樓,1067300240,25.017546,121.531379
1,100000100,去程,捷運公館站,1009000140,25.014321,121.534722
1,100000100,去程,公館,1067300020,25.012096,121.5385308
1,100000100,去程,臺灣科技大學,1060700020,25.013453,121.5401488
1,100000100,去程,臺大癌醫(基隆路),1067200720,25.015521,121.5425256
1,100000100,去程,基隆長興街口,1067200320,25.017425,121.5448494
1,100000100,去程,和平高中,1105200100,25.01963,121.54746
1,100000100,去程,捷運六張犁站(基隆路),1067500200,25.023636,121.5519069
1,100000100,去程,喬治商職,1105400100,25.02628,121.5549231
1,100000100,去程,三興國小(臨江街觀光夜市),1105300100,25.028574,121.557017
1,100000100,去程,吳興街口,1105200000,25.031596,121.5588464
1,100000100,去程,世貿中心(莊敬),1104900140,25.031446,121.56127
1,100000100,去程,景新里,1104900440,25.02923,121.5624103
1,100000100,去程,臺北醫學大學,1105000340,25.028273,121.5632643
1,100000100,去程,信義國中(莊敬),1105000240,25.027402,121.565724
1,100000100,去程,吳興國小(莊敬),1105000020,25.026725,121.568122
1,100000100,去程,松仁路,1104600240,25.024432,121.569585
1,100000100,返程,松仁路,1104600200,25.02453,121.5695997
1,100000100,返程,吳興國小(松仁),1104600000,25.026234,121.568628
1,100000100,返程,信義國中(莊敬),1105000200,25.027607,121.56521
1,100000100,返程,臺北醫學大學,1105000300,25.028241,121.5634888
1,100000100,返程,景新里,1104900400,25.029526,121.5623852
1,100000100,返程,世貿中心(莊敬),1104900100,25.031399,121.561326
1,100000100,返程,吳興街口,1105200040,25.031594,121.5586001
1,100000100,返程,三興國小(臨江街觀光夜市),1067700140,25.028215,121.556522
1,100000100,返程,喬治商職,1067500340,25.02633,121.5546403
1,100000100,返程,捷運六張犁站(基隆路),1067500240,25.023428,121.551345
1,100000100,返程,和平高中,1105200140,25.02024,121.54763
1,100000100,返程,基隆長興街口,1067200460,25.018512,121.5456371
1,100000100,返程,臺大癌醫(基隆路),1067200760,25.015713,121.5422472
1,100000100,返程,臺灣科技大學,1060700060,25.014151,121.540464
1,100000100,返程,公館,1067300060,25.012108,121.5380694
1,100000100,返程,捷運公館站,1009000160,25.015228,121.534086
1,100000100,返程,台電大樓,1067300200,25.018486,121.530566
1,100000100,返程,捷運台電大樓站,1064700300,25.02092,121.52803
1,100000100,返程,羅斯福浦城街口,1064600300,25.022311,121.5265002
1,100000100,返程,羅斯福金門街口,1008400300,25.024106,121.5246768
1,100000100,返程,捷運古亭站(羅斯福),1008400200,25.02678,121.52269
1,100000100,返程,捷運古亭站(杭州),1064200100,25.02886,121.5219375
1,100000100,返程,南福板溪(南昌公園),1007800060,25.02681,121.52053
1,100000100,返程,牯嶺街,1007800300,25.02814,121.51789
1,100000100,返程,自來水西分處(牯嶺),1007600100,25.029865,121.5166342
1,100000100,返程,牯嶺街小劇場,1007500200,25.03176,121.51518
1,100000100,返程,建國中學(歷史博物館),1006600560,25.031565,121.512879
1,100000100,返程,植物園,1007000260,25.03088,121.508711
1,100000100,返程,和平中華路口,1006600360,25.033191,121.50578
1,100000100,返程,昆明街口,1085100060,25.035341,121.5020082
1,100000100,返程,捷運龍山寺站,1085200360,25.03538,121.49971
1,100000100,返程,中國時報,1085500160,25.035454,121.4969752
1,100000100,返程,華江派出所,1088300140,25.034006,121.493016
1,100000100,返程,大理高中,1085800140,25.03162,121.490827
1,100000100,返程,人壽一村,1085800060,25.032073,121.4895177
1,100000100,返程,華江站,1085800360,25.032333,121.4889822
2,100000200,去程,富洲里,1117401420,25.109126,121.468652
2,100000200,去程,台北海大,1117400440,25.108188,121.4708548
2,100000200,去程,浮線,1117401140,25.106587,121.4725103
2,100000200,去程,富洲里九段,1117401540,25.10614,121.47427
2,100000200,去程,威靈廟,1117400840,25.105857,121.4762383
2,100000200,去程,下溪沙尾,1117400120,25.10581,121.47886
2,100000200,去程,建安新村,1117400920,25.105952,121.4812673
2,100000200,去程,富安國小,1117401320,25.105912,121.4831859
2,100000200,去程,富洲里八段,1117401640,25.10563,121.48448
2,100000200,去程,福安國中,1117401940,25.103238,121.4872193
2,100000200,去程,臨江園,1117402040,25.1017,121.48915
2,100000200,去程,地藏禪寺,1117400540,25.09956,121.49168
2,100000200,去程,下竹圍,1117200040,25.09816,121.49333
2,100000200,去程,福安區民活動中心,1117201040,25.09707,121.49461
2,100000200,去程,福安里,1117200940,25.09612,121.49561
2,100000200,去程,普濟堂,1117200840,25.094151,121.4974417
2,100000200,去程,社子國小二,1117200540,25.090017,121.5020824
2,100000200,去程,社子國小,1117200440,25.089646,121.5028759
2,100000200,去程,永倫里(南),1117200720,25.089298,121.504244
2,100000200,去程,社子派出所,1117200320,25.089332,121.5056145
2,100000200,去程,社子市場二,1117200240,25.088796,121.5081045
2,100000200,去程,社子市場,1117200140,25.088046,121.5087166
2,100000200,去程,葫蘆寺(葫蘆里),1117100340,25.085288,121.5095885
2,100000200,去程,葫蘆堵市場,1116501040,25.083075,121.5100276
2,100000200,去程,海光新村,1117100240,25.081321,121.5103891
2,100000200,去程,社子消防分隊,1116500340,25.079521,121.5109944
2,100000200,去程,污水處理廠,1037200040,25.07605,121.5118
2,100000200,去程,老師里,1037300020,25.072056,121.5115542
2,100000200,去程,酒泉街,1037300220,25.072041,121.5133789
2,100000200,去程,民族重慶路口,1036900040,25.068879,121.51371
2,100000200,去程,昌吉重慶路口,1036300240,25.06615,121.5136438
2,100000200,去程,捷運大橋頭站,1035900040,25.063324,121.5135163
2,100000200,去程,涼州重慶路口,1035800340,25.06098,121.5135093
2,100000200,去程,民生重慶路口,1035800140,25.05715,121.5136927
2,100000200,去程,朝陽公園(鈕釦街),1034500042,25.055504,121.514022
2,100000200,去程,圓環(南京),1035000220,25.053651,121.5157054
2,100000200,去程,臺北車站(承德),1034900240,25.050735,121.5167729
2,100000200,去程,臺北車站(鄭州),1035100420,25.048497,121.5171976
2,100000200,去程,行政院,1004100540,25.046484,121.5197596
2,100000200,去程,臺大醫院,1005500340,25.042497,121.5185042
2,100000200,返程,捷運台大醫院站,1004801100,25.041927,121.5163535
2,100000200,返程,臺北車站(青島),1004100820,25.044844,121.517704
2,100000200,返程,行政院,1004100500,25.046578,121.5202398
2,100000200,返程,臺北車站(鄭州),1035100460,25.048809,121.5174713
2,100000200,返程,後車站,1034900100,25.050269,121.5135627
2,100000200,返程,圓環(重慶),1035000300,25.052844,121.514207
2,100000200,返程,民生重慶路口,1035600000,25.056766,121.5138258
2,100000200,返程,涼州重慶路口,1035800300,25.060669,121.5135455
2,100000200,返程,捷運大橋頭站,1035900000,25.062704,121.513583
2,100000200,返程,昌吉重慶路口,1036300200,25.065794,121.5137575
2,100000200,返程,民族重慶路口,1036900020,25.068586,121.5143308
2,100000200,返程,蘭州國中,1036400420,25.068512,121.5161869
2,100000200,返程,民族承德路口,1036500001,25.069322,121.518574
2,100000200,返程,庫倫街,1036700360,25.072013,121.5176838
2,100000200,返程,大龍峒保安宮,1036700060,25.07209,121.515621
2,100000200,返程,酒泉重慶路口,1037300160,25.072042,121.514591
2,100000200,返程,酒泉街,1037300260,25.072185,121.5135209
2,100000200,返程,老師里,1037300060,25.072183,121.511508
2,100000200,返程,污水處理廠,1037200000,25.075572,121.5118974
2,100000200,返程,社子消防分隊,1116500300,25.079411,121.5112234
2,100000200,返程,海光新村,1116500400,25.080711,121.5107623
2,100000200,返程,葫蘆堵市場,1116501000,25.083057,121.5102329
2,100000200,返程,葫蘆寺(葫蘆里),1117300200,25.086022,121.5096458
2,100000200,返程,社子市場,1117200100,25.087505,121.5090743
2,100000200,返程,社園里,1117200600,25.089056,121.5079873
2,100000200,返程,社子派出所,1117200360,25.089599,121.5064251
2,100000200,返程,永倫里(南),1117200760,25.089467,121.503968
2,100000200,返程,社子國小,1117200400,25.089904,121.5025776
2,100000200,返程,永倫里(延平),1117500100,25.091148,121.500682
2,100000200,返程,洲美橋,1117500500,25.092658,121.4992219
2,100000200,返程,中窟,1117400300,25.09534,121.49649
2,100000200,返程,福安里,1117200900,25.09636,121.49544
2,100000200,返程,福安區民活動中心,1117201000,25.09717,121.49455
2,100000200,返程,下竹圍,1117200000,25.0982,121.49333
2,100000200,返程,地藏禪寺,1117400500,25.099749,121.4915352
2,100000200,返程,臨江園,1117402000,25.10163,121.48928
2,100000200,返程,福安國中,1117401900,25.10333,121.48729
2,100000200,返程,富洲里八段,1117401600,25.10576,121.48446
2,100000200,返程,富安國小,1117401360,25.10596,121.4833
2,100000200,返程,建安新村,1117400960,25.10601,121.48116
2,100000200,返程,下溪沙尾,1117400160,25.10597,121.47884
2,100000200,返程,威靈廟,1117400800,25.105957,121.4764835
2,100000200,返程,富洲里九段,1117401500,25.106223,121.4742815
2,100000200,返程,浮線,1117401100,25.106667,121.4725864
2,100000200,返程,台北海大,1117400400,25.108525,121.4706761
2,100000200,返程,富洲里,1117401460,25.109244,121.468346
5,100000500,去程,中和保養廠,2355800420,25.002543,121.492374
5,100000500,去程,家美工業區,2355700720,25.002035,121.493889
5,100000500,去程,捷運中和站(中山路),2355701020,25.002211,121.495441
5,100000500,去程,一江新村,2355800020,25.002407,121.498123
5,100000500,去程,中和農會(中和路),2357500140,25.001903,121.499736
5,100000500,去程,中和廟口,2357500220,25.000553,121.500968
5,100000500,去程,中和派出所,2357500020,24.999695,121.5027697
5,100000500,去程,南山高中,2357500620,24.999655,121.5048263
5,100000500,去程,雙和里,2357500720,24.999571,121.50739
5,100000500,去程,華泰新城(宜安路),2357600520,24.998841,121.508875
5,100000500,去程,宜安路,2357600220,24.997389,121.5109042
5,100000500,去程,安平路,2357200000,24.99767,121.51196
5,100000500,去程,潭墘,2357200300,24.99948,121.51347
5,100000500,去程,823紀念公園,2358200970,25.001909,121.5151052
5,100000500,去程,永安市場,2345500500,25.00506,121.51445
5,100000500,去程,自強街口,2344700300,25.007558,121.514584
5,100000500,去程,樂華夜市,2344500800,25.008563,121.5141176
5,100000500,去程,捷運頂溪站,2344500600,25.01258,121.515273
5,100000500,去程,中正橋頭,2344500100,25.016042,121.5162239
5,100000500,去程,重慶南路三段(中正橋),1007700000,25.024254,121.5168988
5,100000500,去程,福州街,1007800500,25.028027,121.517445
5,100000500,去程,自來水西分處(牯嶺),1007600100,25.029865,121.5166342
5,100000500,去程,南昌路,1007500101,25.031219,121.517248
5,100000500,去程,南門,1007400100,25.033381,121.51568
5,100000500,去程,一女中(公園),1004800000,25.036828,121.5151365
5,100000500,去程,捷運台大醫院站,1004801100,25.041927,121.5163535
5,100000500,去程,臺北車站(青島),1004100820,25.044844,121.517704
5,100000500,去程,行政院,1004100500,25.046578,121.5202398
5,100000500,去程,中山市場,1044400000,25.050519,121.522081
5,100000500,去程,南京林森路口,1045400120,25.052069,121.5250604
5,100000500,去程,南京吉林路口,1045700220,25.052007,121.529855
5,100000500,去程,捷運松江南京站,1045700420,25.051969,121.5327305
5,100000500,去程,長春松江路口,1045900300,25.054536,121.5331386
5,100000500,去程,民生松江路口,1048300320,25.057791,121.535046
5,100000500,去程,合江街口,1047800020,25.057724,121.5381394
5,100000500,去程,臺北大學(臺北校區),1048000220,25.05774,121.54274
5,100000500,去程,捷運中山國中站,1047600500,25.060855,121.544405
5,100000500,去程,民權龍江路口,1047600460,25.062395,121.5412752
5,100000500,去程,民權建國路口,1047700060,25.062483,121.53746
5,100000500,去程,民權松江路口,1048300060,25.062524,121.5334388
5,100000500,返程,捷運行天宮站(松江路),1046800240,25.060535,121.5331063
5,100000500,返程,長春松江路口,1048500040,25.055006,121.533011
5,100000500,返程,南京吉林路口,1045700260,25.052112,121.5303325
5,100000500,返程,南京林森路口,1045400160,25.052167,121.5257174
5,100000500,返程,中山市場,1044400040,25.051264,121.5220211
5,100000500,返程,行政院,1004100540,25.046484,121.5197596
5,100000500,返程,臺北車站(公園),1004700340,25.043929,121.516775
5,100000500,返程,捷運台大醫院站,1004600040,25.041935,121.5161481
5,100000500,返程,一女中(公園),1004800040,25.038007,121.5149627
5,100000500,返程,市立大學附小,1004800540,25.036462,121.5149763
5,100000500,返程,南門,1006600640,25.033565,121.515375
5,100000500,返程,寧波重慶路口,1007600240,25.028886,121.5153917
5,100000500,返程,重慶南路三段(中正橋),1007100040,25.024804,121.516528
5,100000500,返程,捷運頂溪站,2344300940,25.01443,121.5155769
5,100000500,返程,中興街口,2344400140,25.011595,121.5147464
5,100000500,返程,樂華夜市,2344500840,25.00839,121.51386
5,100000500,返程,永和路口,2344500440,25.005687,121.5128613
5,100000500,返程,永安市場(永貞路),2357400140,25.003661,121.513414
5,100000500,返程,中安街,2357400040,25.002081,121.512357
5,100000500,返程,安平派出所,2357400740,25.000769,121.511211
5,100000500,返程,安平路,2357600140,24.997722,121.511791
5,100000500,返程,宜安路,2357600260,24.997295,121.5112044
5,100000500,返程,華泰新城(宜安路),2357600560,24.998949,121.509048
5,100000500,返程,雙和里,2357500760,24.99973,121.5068521
5,100000500,返程,南山高中,2357500660,24.999775,121.505547
5,100000500,返程,中和派出所,2357500060,24.999855,121.5028195
5,100000500,返程,中和廟口,2357500260,25.000814,121.5009077
5,100000500,返程,中和農會(中和路),2357500100,25.001862,121.499868
5,100000500,返程,一江新村,2355800060,25.002636,121.498247
5,100000500,返程,捷運中和站(中山路),2355701060,25.002436,121.496157
5,100000500,返程,家美工業區,2355700760,25.00229,121.493465
5,100000500,返程,中和保養廠,2355700360,25.003079,121.491807
8,400000800,去程,捷運新店站(新店路),2314700841,24.958392,121.53755
8,400000800,去程,溪頭,2315302500,24.960831,121.5319036
8,400000800,去程,大坪頂,2315300200,24.961329,121.5298939
8,400000800,去程,頂城,2315302300,24.961886,121.528356
8,400000800,去程,胡璉故居紀念館,2315300060,24.963037,121.526281
8,400000800,去程,下城社區,2315300160,24.963596,121.5239545
8,400000800,去程,安華路口,2315301260,24.963907,121.5212082
8,400000800,去程,輕軌安康站,2315900400,24.96503,121.517257
8,400000800,去程,及人中學,2315900100,24.967108,121.518062
8,400000800,去程,十四份,2315900000,24.969329,121.518795
8,400000800,去程,光華街口,2315900300,24.970794,121.51914
8,400000800,去程,輕軌陽光運動公園站,2315900700,24.972839,121.519852
8,400000800,去程,石頭厝,2315900200,24.974308,121.51912
8,400000800,去程,安和路二段,2315900600,24.976061,121.517372
8,400000800,去程,陽光運動公園(新店花市),2315901000,24.977253,121.5167886
8,400000800,去程,永平里,2315900500,24.981146,121.517416
8,400000800,去程,輕軌新和國小站(水工大樓),2315900800,24.983806,121.517953
8,400000800,去程,新和國小,2315901100,24.985335,121.517283
8,400000800,去程,三介廟,2357700000,24.988375,121.513308
8,400000800,去程,景新街,2358200700,24.989999,121.512485
8,400000800,去程,欣欣向榮(景新街),2357200470,24.995152,121.507206
8,400000800,去程,景新街口,2357100440,24.995927,121.505574
8,400000800,去程,捷運景安站,2357600340,24.994596,121.505201
8,400000800,返程,中和教會,2357700120,24.992776,121.509186
8,400000800,返程,景新街,2358200740,24.989796,121.512387
8,400000800,返程,三介廟,2356900040,24.987999,121.5132354
8,400000800,返程,新和國小,2315901140,24.98554,121.516668
8,400000800,返程,輕軌新和國小站(水工大樓),2315900840,24.983114,121.517819
8,400000800,返程,永平里,2315900540,24.981678,121.5175586
8,400000800,返程,陽光運動公園(新店花市),2315901040,24.977353,121.5165771
8,400000800,返程,安和路二段,2315900640,24.975951,121.517269
8,400000800,返程,石頭厝,2315900240,24.974109,121.5188677
8,400000800,返程,輕軌陽光運動公園站,2315900740,24.972781,121.5195205
8,400000800,返程,光華街口,2315900340,24.97032,121.51876
8,400000800,返程,十四份,2315900040,24.96923,121.51843
8,400000800,返程,及人中學,2315900140,24.967302,121.5177866
8,400000800,返程,輕軌安康站,2315900441,24.96515,121.51705
8,400000800,返程,光華新村(安康路),2315300820,24.963936,121.517942
8,400000800,返程,安華路口,2315301220,24.963705,121.5213653
8,400000800,返程,下城社區,2315300120,24.963473,121.5235251
8,400000800,返程,胡璉故居紀念館,2315300020,24.962917,121.52598
8,400000800,返程,頂城,2315302340,24.961725,121.528339
8,400000800,返程,大坪頂,2315300240,24.961041,121.530152
8,400000800,返程,溪頭,2315302540,24.960256,121.532361
8,400000800,返程,碧潭橋頭,2314701600,24.963158,121.53982
8,400000800,返程,檳榔路,2314702000,24.965001,121.5405875
8,400000800,返程,捷運新店區公所站(北新),2314700900,24.967638,121.5416161
8,400000800,返程,中正路,2314600022,24.969823,121.54459
8,400000800,返程,中興中正路口,2314600061,24.96884,121.54556
8,400000800,返程,五峰國中,2314600440,24.966834,121.544338
8,400000800,返程,中興路一段,2314700040,24.963848,121.5421083
